Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
372070,Hekla,12736,Confirmed Eruption,,3,,,1341,,5,,19,,Historical Observations,,,,,,,,63.983,-19.666
373010,Grimsvotn,12772,Confirmed Eruption,,2,,,1341,,5,,0,,Historical Observations,,,,,,,,64.416,-17.316
371040,Brennisteinsfjoll,12515,Confirmed Eruption,Grafeldur (Selvogshraun),2,,,1341,1,0,,0,,Historical Observations,,,,,,,,63.933,-21.783
371030,Krysuvik-Trolladyngja,19929,Confirmed Eruption,Tradarfjöll,1,,?,1340,,0,,0,,Tephrochronology,,,,,,,,63.917,-22.067
371022,Eldey,12501,Confirmed Eruption,Reykjaneshryggur,3,^,?,1340,,0,,0,,Historical Observations,,,,,,,,63.733,-23
373010,Grimsvotn,12771,Confirmed Eruption,,2,,,1332,,11,,0,,Historical Observations,,,,,,,,64.416,-17.316
371030,Krysuvik-Trolladyngja,19928,Confirmed Eruption,Elborg vid Trolladyngju,1,,?,1325,,0,,0,,Tephrochronology,,,,,,,,63.917,-22.067
372030,Katla,19947,Confirmed Eruption,,,,,1311,,1,,18,,Historical Observations,,,,,,,,63.633,-19.083
373010,Grimsvotn,12770,Confirmed Eruption,,,,,1310,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
372070,Hekla,12735,Confirmed Eruption,,4,,,1300,,7,,11,,Historical Observations,,1301,,7,,0,,63.983,-19.666
373080,Krafla,12940,Confirmed Eruption,Crater south of Víti,2,?,,1300,200,0,,0,,Tephrochronology,,,,,,,,65.715,-16.728
373060,Askja,12907,Confirmed Eruption,South of Dyngjufjöll Ytri,1,,?,1300,,0,,0,,Tephrochronology,,,,,,,,65.033,-16.783
373030,Bardarbunga,12862,Confirmed Eruption,,,,,1290,10,0,,0,,Ice Core,,,,,,,,64.633,-17.516
373010,Grimsvotn,12769,Confirmed Eruption,,,,,1290,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373010,Grimsvotn,12768,Confirmed Eruption,,,,,1270,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373030,Bardarbunga,12861,Confirmed Eruption,,,,,1270,10,0,,0,,Ice Core,,,,,,,,64.633,-17.516
372030,Katla,19946,Confirmed Eruption,,5,,,1262,,0,,0,,Historical Observations,,,,,,,,63.633,-19.083
373030,Bardarbunga,12860,Confirmed Eruption,Frambuni,1,,,1250,50,0,,0,,Tephrochronology,,,,,,,,64.633,-17.516
372030,Katla,19945,Confirmed Eruption,,4,,,1245,,0,,0,,Historical Observations,,,,,,,,63.633,-19.083
371020,Reykjanes,12500,Confirmed Eruption,"Reykjaneshryggur, Arnarsetur, Illahraun",1,,,1240,,0,,0,,Historical Observations,,,,,,,,63.817,-22.717
371020,Reykjanes,12499,Confirmed Eruption,Reykjaneshryggur,0,,,1238,,0,,0,,Historical Observations,,,,,,,,63.817,-22.717
371020,Reykjanes,12498,Confirmed Eruption,Reykjaneshryggur,3,,,1231,,0,,0,,Historical Observations,,,,,,,,63.817,-22.717
373010,Grimsvotn,12767,Confirmed Eruption,,,,,1230,10,0,,0,,Ice Core,,,,,,,,64.416,-17.316
371020,Reykjanes,12497,Confirmed Eruption,Reykjaneshryggur,4,,,1226,,7,,15,45,Historical Observations,?,1227,,0,,0,,63.817,-22.717
371020,Reykjanes,12496,Confirmed Eruption,Reykjaneshryggur,3,,,1223,,0,,0,,Historical Observations,,,,,,,,63.817,-22.717
372070,Hekla,12734,Confirmed Eruption,,2,,,1222,,0,,0,,Historical Observations,,,,,,,,63.983,-19.666
371022,Eldey,12495,Confirmed Eruption,Reykjaneshryggur,4,?,,1211,,8,,31,30,Historical Observations,,,,,,,,63.733,-23
371020,Reykjanes,12494,Confirmed Eruption,"Stampar, Karlsgigur",,,,1211,,0,,0,,Historical Observations,,,,,,,,63.817,-22.717
371020,Reykjanes,12493,Confirmed Eruption,Vatnsfellsgigur,3,?,,1210,,0,,0,,Historical Observations,,,,,,,,63.817,-22.717
372030,Katla,19944,Confirmed Eruption,,4,,?,1210,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373030,Bardarbunga,12859,Confirmed Eruption,,,,,1210,10,0,,0,,Ice Core,,,,,,,,64.633,-17.516
372070,Hekla,12733,Confirmed Eruption,,3,,,1206,,12,,4,,Historical Observations,,,,,,,,63.983,-19.666
371040,Brennisteinsfjoll,12514,Confirmed Eruption,Kongsfell,2,,?,1200,,0,,0,,Tephrochronology,,,,,,,,63.933,-21.783
373010,Grimsvotn,12766,Confirmed Eruption,,,,?,1190,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
371030,Krysuvik-Trolladyngja,19927,Confirmed Eruption,Mavahlidargigir,1,,,1188,,0,,0,,Historical Observations,,,,,,,,63.917,-22.067
371020,Reykjanes,12492,Confirmed Eruption,Reykjaneshryggur,2,,<,1179,,0,,0,,Historical Observations,,,,,,,,63.817,-22.717
372030,Katla,19943,Confirmed Eruption,,3,,,1177,2,0,,0,,Historical Observations,,,,,,,,63.633,-19.083
372050,Torfajokull,12688,Confirmed Eruption,W side of caldera (Hrafntinnuhraun),,,?,1170,,0,,0,,Tephrochronology,,,,,,,,63.892,-19.122
373030,Bardarbunga,12858,Confirmed Eruption,,,,?,1159,,0,,0,,Historical Observations,,,,,,,,64.633,-17.516
372070,Hekla,12732,Confirmed Eruption,,4,,,1158,,1,,19,,Historical Observations,,,,,,,,63.983,-19.666
371030,Krysuvik-Trolladyngja,19926,Confirmed Eruption,Ogmundargigar and other vents,1,,,1151,,0,,0,,Historical Observations,,,,,,,,63.917,-22.067
373010,Grimsvotn,12765,Confirmed Eruption,,,,?,1150,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
372030,Katla,19942,Confirmed Eruption,,,,,1150,50,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12731,Confirmed Eruption,,5,,,1104,,10,,15,45,Historical Observations,,,,,,,,63.983,-19.666
373010,Grimsvotn,12764,Confirmed Eruption,,,,?,1090,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
373030,Bardarbunga,12857,Confirmed Eruption,,,,?,1080,,0,,0,,Tephrochronology,,,,,,,,64.633,-17.516
371030,Krysuvik-Trolladyngja,19925,Confirmed Eruption,Gvendarselsgigar,0,,,1075,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.917,-22.067
373010,Grimsvotn,12763,Confirmed Eruption,,,,?,1060,,0,,0,,Tephrochronology,,,,,,,,64.416,-17.316
372070,Hekla,12730,Confirmed Eruption,Austurhraun,,,,1050,500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
373010,Grimsvotn,12762,Confirmed Eruption,,,,?,1010,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
371040,Brennisteinsfjoll,12513,Confirmed Eruption,Eldborg at Lambafell,0,,,1000,,6,,25,4,Historical Observations,,,,,,,,63.933,-21.783
372030,Katla,19941,Discredited Eruption,,,,?,1000,,0,,0,,,,,,,,,,63.633,-19.083
372030,Katla,19940,Confirmed Eruption,,3,,?,960,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373010,Grimsvotn,12761,Confirmed Eruption,,,,?,960,,0,,0,,Ice Core,,,,,,,,64.416,-17.316
370030,Ljosufjoll,12483,Confirmed Eruption,Raudhalsar,2,,,960,10,0,,0,,Anthropology,,,,,,,,64.9,-22.483
371040,Brennisteinsfjoll,12512,Confirmed Eruption,Rjupnadyngjur,2,,?,950,,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.933,-21.783
372030,Katla,19939,Confirmed Eruption,,,,?,950,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
371080,Oddnyjarhnjukur-Langjokull,12548,Confirmed Eruption,Hallmundahraun,2,,,950,50,0,,0,,Tephrochronology,,,,,,,,64.85,-19.7
373030,Bardarbunga,12856,Confirmed Eruption,,,,?,940,,0,,0,,Tephrochronology,,,,,,,,64.633,-17.516
372030,Katla,19938,Confirmed Eruption,Eldgjá fissure system (NE flank),4,?,,934,2,0,,0,,Ice Core,?,940,,0,,0,,63.633,-19.083
371020,Reykjanes,12491,Confirmed Eruption,Reykjaneshryggur (near Eldey),,,?,920,,0,,0,,Tephrochronology,,,,,,,,63.817,-22.717
372030,Katla,19937,Confirmed Eruption,,4,,,920,,0,,0,,Historical Observations,,,,,,,,63.633,-19.083
372020,Eyjafjallajokull,12560,Confirmed Eruption,NW flank (Skerin ridge),3,,?,920,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.633
373010,Grimsvotn,12760,Confirmed Eruption,,,,?,910,,0,,0,,Tephrochronology,,,,,,,,64.416,-17.316
371040,Brennisteinsfjoll,12511,Confirmed Eruption,Kista (Breiddalshraun),2,,,910,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.933,-21.783
372030,Katla,19936,Uncertain Eruption,,,,?,904,,0,,0,,,,,,,,,,63.633,-19.083
371030,Krysuvik-Trolladyngja,19924,Confirmed Eruption,"Melholl, Afstapahraun",2,,?,900,,0,,0,,Tephrochronology,,,,,,,,63.917,-22.067
373030,Bardarbunga,12855,Confirmed Eruption,,,,?,880,,0,,0,,Tephrochronology,,,,,,,,64.633,-17.516
371040,Brennisteinsfjoll,19933,Confirmed Eruption,Tvibollar,2,,,875,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.933,-21.783
373030,Bardarbunga,12854,Confirmed Eruption,Vatnaöldur,4,,?,870,,0,,0,,Tephrochronology,,,,,,,,64.633,-17.516
372050,Torfajokull,12687,Confirmed Eruption,W side of caldera (Hrafntinnuhraun),3,,?,870,,0,,0,,Tephrochronology,,,,,,,,63.892,-19.122
373080,Krafla,12939,Confirmed Eruption,"Daleldar, Svortuborgir",0,,?,850,,0,,0,,Tephrochronology,,,,,,,,65.715,-16.728
372030,Katla,19935,Confirmed Eruption,,,,?,820,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12729,Confirmed Eruption,Heklutaglahraun,,,,800,50,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372030,Katla,19934,Confirmed Eruption,,,,?,780,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12728,Confirmed Eruption,"Taglgigahraun, Solvahraun, Stakahraun",,,?,750,,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372030,Katla,12665,Confirmed Eruption,,,,?,680,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12727,Confirmed Eruption,NE flank (Helliskvislarhraun),,,,650,500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372030,Katla,12664,Confirmed Eruption,,,,?,610,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12662,Confirmed Eruption,,,,?,590,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12726,Confirmed Eruption,,,,,550,1500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372020,Eyjafjallajokull,12559,Confirmed Eruption,,,,?,550,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.633
372030,Katla,12661,Confirmed Eruption,,,,?,540,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12660,Confirmed Eruption,,,,?,500,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12659,Confirmed Eruption,,,,?,400,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12725,Confirmed Eruption,Vatnafjöll (Eskihlidarhraun),,,,350,1500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372030,Katla,12658,Confirmed Eruption,,,,?,290,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12657,Confirmed Eruption,,3,,,270,12,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.633,-19.083
372030,Katla,12656,Confirmed Eruption,,,,?,260,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12724,Confirmed Eruption,"NE flank (Hestolduhraun), Vatnafjöll",,,,250,2500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
373080,Krafla,12938,Confirmed Eruption,Kerlingarholar,0,,,250,300,0,,0,,Tephrochronology,,,,,,,,65.715,-16.728
370010,Snaefellsjokull,12478,Confirmed Eruption,,,,,200,150,0,,0,,Radiocarbon (uncorrected),,,,,,,,64.8,-23.783
372030,Katla,12655,Confirmed Eruption,,,,?,200,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
371050,Hengill,12528,Confirmed Eruption,"Nesjahraun, Reykjafellshraun",2,,,150,75,0,,0,,Radiocarbon (corrected),,,,,,,,64.083,-21.416
373030,Bardarbunga,12853,Confirmed Eruption,Veidivötn (Tjorvahraun),2,?,,150,100,0,,0,,Tephrochronology,,,,,,,,64.633,-17.516
372050,Torfajokull,12686,Confirmed Eruption,N of caldera (Domadalshraun),3,,,150,100,0,,0,,Tephrochronology,,,,,,,,63.892,-19.122
372030,Katla,12654,Confirmed Eruption,,,,?,130,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12653,Confirmed Eruption,,,,?,30,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373010,Grimsvotn,12759,Confirmed Eruption,Halsagigur,2,,?,-50,,0,,0,,Tephrochronology,,,,,,,,64.416,-17.316
373080,Krafla,12937,Confirmed Eruption,Holseldar,2,,?,-50,,0,,0,,Tephrochronology,,,,,,,,65.715,-16.728
372030,Katla,12652,Confirmed Eruption,,,,?,-80,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
371050,Hengill,12527,Confirmed Eruption,Eldborg undir Meitlum,2,,,-80,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,64.083,-21.416
372070,Hekla,12723,Confirmed Eruption,Vatnafjöll (Kringluhraun),,,,-150,2500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
371030,Krysuvik-Trolladyngja,19923,Confirmed Eruption,Obrinnisholar,2,,,-190,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.917,-22.067
371020,Reykjanes,12490,Confirmed Eruption,Lambagjá,0,,?,-200,,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.817,-22.717
372070,Hekla,12722,Confirmed Eruption,"NE flank, Vatnafjöll (Langviuhraun)",,,,-250,500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372030,Katla,12651,Confirmed Eruption,,,,?,-250,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373082,Heidarspordar,12936,Confirmed Eruption,Threngslaborgir-Ludentsborgir crater row,2,,?,-300,,0,,0,,Radiocarbon (corrected),,,,,,,,65.583,-16.817
372030,Katla,12650,Confirmed Eruption,,,,?,-370,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
371020,Reykjanes,12489,Confirmed Eruption,Sundhnukar,2,,,-400,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.817,-22.717
372030,Katla,12649,Confirmed Eruption,,,,?,-430,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373080,Krafla,12935,Confirmed Eruption,North of Hverfjall,0,,,-500,300,0,,0,,Tephrochronology,,,,,,,,65.715,-16.728
372030,Katla,12648,Confirmed Eruption,,,,?,-530,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12647,Confirmed Eruption,,,,?,-550,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12646,Confirmed Eruption,,,,?,-560,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12645,Confirmed Eruption,,,,?,-600,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12644,Confirmed Eruption,,,,?,-650,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12721,Confirmed Eruption,Vatnafjöll (Svalaskardshraun),,,,-650,2500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
373080,Krafla,12934,Confirmed Eruption,"Hverfjall, Jarbadsholar",4,,?,-650,,0,,0,,Tephrochronology,,,,,,,,65.715,-16.728
370030,Ljosufjoll,12482,Confirmed Eruption,Ytri and Stóri Raudamelskula,2,,,-665,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,64.9,-22.483
372030,Katla,12643,Confirmed Eruption,,,,?,-700,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12642,Confirmed Eruption,,,,?,-740,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12720,Confirmed Eruption,"NE flank, Vatnafjöll (Langviuhraun)",,,,-750,500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372030,Katla,12641,Confirmed Eruption,,,,?,-780,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12640,Confirmed Eruption,,4,,,-850,50,0,,0,,Radiocarbon (corrected),,,,,,,,63.633,-19.083
372070,Hekla,12719,Confirmed Eruption,"NE flank (Raudkembingahraun), Vatnafjöll",,,,-850,1500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372030,Katla,12639,Confirmed Eruption,,,,?,-860,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373090,Theistareykir,12956,Confirmed Eruption,Storihver (Theistareykjahraun),0,,,-900,100,0,,0,,Tephrochronology,,,,,,,,65.883,-16.967
372030,Katla,12638,Confirmed Eruption,,,,?,-920,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12637,Confirmed Eruption,,,,?,-990,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
370010,Snaefellsjokull,12477,Confirmed Eruption,NW flank (Raudhólar),2,,,-1000,500,0,,0,,Radiocarbon (uncorrected),,,,,,,,64.8,-23.783
371040,Brennisteinsfjoll,19932,Confirmed Eruption,Eldborg at Brennisteinsfjöllum,2,,,-1040,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.933,-21.783
371030,Krysuvik-Trolladyngja,19922,Confirmed Eruption,Sandfellskofagigir,0,,,-1060,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,63.917,-22.067
372070,Hekla,12718,Confirmed Eruption,,5,+,,-1100,50,0,,0,,Radiocarbon (corrected),,,,,,,,63.983,-19.666
372070,Hekla,12717,Confirmed Eruption,Vatnafjöll (Hraunhalsshraun),,,,-1150,1500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
372050,Torfajokull,12685,Confirmed Eruption,N of caldera (Domadalshraun),,,,-1150,100,0,,0,,Tephrochronology,,,,,,,,63.892,-19.122
372030,Katla,12636,Confirmed Eruption,,,,?,-1160,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12635,Confirmed Eruption,,,,?,-1190,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
373070,Fremrinamar,12921,Confirmed Eruption,Kraeduborgir (Burfellshraun),,,?,-1200,,0,,0,,Tephrochronology,,,,,,,,65.416,-16.666
373030,Bardarbunga,12852,Confirmed Eruption,"Veidivötn (Burfellshraun, Drekahraun)",,,?,-1200,,0,,0,,Tephrochronology,,,,,,,,64.633,-17.516
372030,Katla,12634,Confirmed Eruption,,3,,,-1220,12,0,,0,,Radiocarbon (corrected),,,,,,,,63.633,-19.083
372070,Hekla,12716,Confirmed Eruption,"NE flank, Vatnafjöll",,,,-1250,1500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
373060,Askja,12906,Confirmed Eruption,Litladynga and Askja,0,,,-1250,300,0,,0,,Tephrochronology,,,,,,,,65.033,-16.783
372030,Katla,12633,Confirmed Eruption,,,,?,-1280,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372030,Katla,12632,Confirmed Eruption,,,,?,-1290,,0,,0,,Tephrochronology,,,,,,,,63.633,-19.083
372070,Hekla,12715,Confirmed Eruption,Vatnafjöll,,,,-1350,2500,0,,0,,Tephrochronology,,,,,,,,63.983,-19.666
